,location,total_sqft,bath,price,bhk
2929,Hegde Nagar,1884.0,4.0,118.0,3
2930,Hegde Nagar,1930.0,4.0,122.0,3
2931,Hegde Nagar,1584.01,3.0,104.0,3
2932,Hegde Nagar,1168.0,2.0,68.0,3
2933,Hegde Nagar,2162.03,4.0,129.0,3
2934,Hegde Nagar,2087.01,4.0,160.0,3
2935,Hegde Nagar,1000.0,2.0,66.0,2
2936,Hegde Nagar,1348.0,2.0,80.5,3
2937,Hennur,1075.0,2.0,52.0,2
2938,Hennur,1255.0,2.0,52.32,2
2939,Hennur,1225.0,2.0,57.0,2
2940,Hennur,1255.0,2.0,57.5,2
2941,Hennur,1259.0,2.0,57.0,2
2942,Hennur,1255.0,2.0,53.5,2
2943,Hennur,1285.0,2.0,60.0,2
2944,Hennur,1285.0,2.0,60.0,2
2945,Hennur,1100.0,2.0,60.0,2
2946,Hennur,1231.0,2.0,48.0,2
2947,Hennur,1255.0,2.0,58.0,2
2948,Hennur,1040.0,2.0,42.12,2
2949,Hennur,1255.0,2.0,54.5,2
2950,Hennur,1041.0,2.0,40.6,2
2952,Hennur,1255.0,2.0,55.5,2
2954,Hennur,1231.0,2.0,50.0,2
2955,Hennur,2500.0,5.0,125.0,5
2956,Hennur,1160.0,2.0,49.0,2
2957,Hennur,2400.0,3.0,135.0,3
2958,Hennur,1255.0,2.0,53.5,2
2959,Hennur,1255.0,2.0,55.5,2
2960,Hennur,1100.0,2.0,44.55,2
2961,Hennur,1255.0,2.0,57.5,2
2962,Hennur,960.0,2.0,48.0,2
2963,Hennur,1020.0,2.0,48.0,2
2964,Hennur,1255.0,2.0,52.32,2
2965,Hennur,1295.0,2.0,64.0,2
2966,Hennur,1935.0,3.0,102.0,3
2968,Hennur,1345.0,2.0,69.0,3
2969,Hennur,1255.0,2.0,58.0,2
2970,Hennur,1420.0,2.0,62.0,2
2971,Hennur,1155.0,2.0,54.5,2
2972,Hennur,1255.0,2.0,52.32,2
2973,Hennur,1255.0,2.0,52.35,2
2976,Hennur,1255.0,2.0,54.5,2
2977,Hennur,1830.0,2.0,113.0,3
2978,Hennur,1830.5,3.0,84.205,3
2979,Hennur,1255.0,2.0,55.5,2
2980,Hennur,1255.0,2.0,53.57,2
2981,Hennur,1255.0,2.0,56.5,2
2982,Hennur,1050.0,2.0,42.73,2
2983,Hennur,1295.0,2.0,62.0,2
2984,Hennur Road,2089.0,3.0,140.0,3
2985,Hennur Road,3203.5,2.0,224.5,4
2986,Hennur Road,5000.0,8.0,250.0,8
2987,Hennur Road,1385.0,2.0,83.09,2
2988,Hennur Road,1317.5,2.0,63.77,2
2990,Hennur Road,2264.0,3.0,159.0,3
2991,Hennur Road,1157.0,2.0,84.0,2
2992,Hennur Road,1904.0,3.0,120.0,3
2993,Hennur Road,1891.0,3.0,109.0,3
2994,Hennur Road,1561.0,3.0,95.0,3
2996,Hennur Road,2060.0,3.0,149.0,3
2997,Hennur Road,1482.0,2.0,92.0,3
2998,Hennur Road,1232.0,2.0,89.0,2
2999,Hennur Road,1065.0,2.0,42.6,2
3001,Hennur Road,1482.0,2.0,87.0,3
3002,Hennur Road,1891.0,3.0,139.0,3
3003,Hennur Road,1703.0,3.0,101.0,3
3004,Hennur Road,1232.0,2.0,69.61,2
3005,Hennur Road,987.0,2.0,49.0,2
3007,Hennur Road,2160.0,3.0,160.0,3
3009,Hennur Road,1680.0,3.0,99.27,3
3010,Hennur Road,1065.0,2.0,42.6,2
3011,Hennur Road,1385.0,2.0,83.09,2
3013,Hennur Road,2350.0,3.0,174.0,3
3014,Hennur Road,1586.0,3.0,93.94,3
3015,Hennur Road,1975.0,3.0,123.0,3
3017,Hennur Road,1290.0,2.0,94.5,3
3018,Hennur Road,901.0,2.0,49.5,2
3019,Hennur Road,1445.0,3.0,86.56,3
3020,Hennur Road,1482.0,2.0,97.0,3
3021,Hennur Road,1182.0,2.0,82.5,2
3023,Hennur Road,1036.0,2.0,59.46,2
3024,Hennur Road,1891.0,3.0,109.0,3
3025,Hennur Road,1232.0,2.0,69.61,2
3027,Hennur Road,2320.0,3.0,170.0,3
3028,Hennur Road,1936.0,3.0,118.0,3
3029,Hennur Road,1480.0,2.0,65.0,2
3030,Hennur Road,1590.0,3.0,96.5,3
3031,Hennur Road,1445.0,2.0,105.0,3
3032,Hennur Road,1036.0,2.0,59.45,2
3033,Hennur Road,1832.0,3.0,125.0,3
3034,Hennur Road,1359.0,2.0,104.0,2
3035,Hennur Road,1341.0,2.0,75.76,2
3036,Hennur Road,1040.0,2.0,50.0,2
3038,Hennur Road,1414.0,2.0,84.18,2
3039,Hennur Road,1949.0,3.0,133.0,3
3040,Hennur Road,1232.0,2.0,89.0,2
3041,Hennur Road,1250.0,2.0,77.88,3
3042,Hennur Road,2502.0,4.0,180.0,4
3043,Hennur Road,1831.0,3.0,110.0,3
3044,Hennur Road,1232.0,2.0,87.0,2
3045,Hennur Road,1232.0,2.0,74.0,2
3046,Hennur Road,1232.0,2.0,66.0,2
3047,Hennur Road,1341.0,2.0,95.0,2
3049,Hennur Road,1232.0,2.0,88.0,2
3050,Hennur Road,2365.0,4.0,175.0,3
3051,Hennur Road,1310.0,2.0,66.0,2
3053,Hennur Road,1015.0,2.0,50.0,2
3055,Hennur Road,2264.0,3.0,168.0,3
3056,Hennur Road,2002.0,3.0,120.0,3
3057,Hennur Road,1232.0,2.0,69.6,2
3058,Hennur Road,1195.0,2.0,73.0,2
3059,Hennur Road,1020.0,2.0,47.0,2
3060,Hennur Road,5100.0,6.0,375.0,5
3061,Hennur Road,1061.0,2.0,54.92,2
3063,Hennur Road,1020.0,2.0,45.0,2
3064,Hennur Road,2041.0,3.0,128.0,3
3065,Hennur Road,1232.0,2.0,87.0,2
3066,Hennur Road,1066.0,2.0,52.23,2
3067,Hennur Road,973.0,2.0,56.0,2
3068,Hennur Road,1255.0,2.0,84.0,2
3069,Hennur Road,1232.0,2.0,83.0,2
3070,Hennur Road,1832.0,3.0,116.0,3
3071,Hennur Road,2050.0,3.0,120.0,3
3072,Hennur Road,1445.0,2.0,86.69,3
3073,Hennur Road,1445.0,2.0,83.0,3
3076,Hennur Road,1654.0,3.0,97.8,3
3077,Hennur Road,1480.0,3.0,100.0,3
3078,Hennur Road,1450.0,3.0,88.6,3
3079,Hennur Road,1155.0,2.0,69.18,2
3080,Hennur Road,1053.0,2.0,53.0,2
3081,Hennur Road,1195.0,2.0,59.0,2
3082,Hennur Road,1904.0,3.0,129.0,3
3083,Hennur Road,1981.0,3.0,134.0,3
3084,Hennur Road,1155.0,2.0,69.18,2
3086,Hennur Road,1590.0,3.0,105.0,3
3087,Hennur Road,2041.0,3.0,138.0,3
3088,Hennur Road,1100.0,2.0,78.0,3
3089,Hennur Road,1880.0,4.0,154.0,4
3090,Hennur Road,1232.0,2.0,69.61,2
3091,Hennur Road,1748.0,3.0,103.0,3
3092,Hennur Road,1460.0,2.0,80.3,2
3094,Hennur Road,1933.0,3.0,140.0,3
3095,Hennur Road,1030.0,2.0,46.5,2
3096,Hennur Road,1232.0,2.0,69.61,2
3098,Hennur Road,1445.0,2.0,89.56,3
3099,Hennur Road,973.0,2.0,50.74,2
3101,Hennur Road,1305.0,2.0,77.0,3
3103,Hennur Road,1165.0,2.0,67.0,2
3104,Hennur Road,980.0,2.0,51.0,2
3105,Hennur Road,1232.0,2.0,80.0,2
3106,Hennur Road,1085.0,2.0,43.4,2
3107,Hennur Road,950.0,2.0,55.0,2
3108,Hennur Road,1140.0,2.0,56.0,2
3109,Hennur Road,1891.0,3.0,110.0,3
3112,Hennur Road,1165.0,2.0,52.0,2
3113,Hennur Road,1450.0,2.0,80.0,2
3114,Hennur Road,1155.0,2.0,69.18,2
3115,Hennur Road,1936.0,3.0,131.0,3
3116,Hoodi,985.0,2.0,67.0,2
3119,Hoodi,1425.0,2.0,80.0,2
3120,Hoodi,1420.0,2.0,75.0,2
3121,Hoodi,1639.0,3.0,110.0,3
3123,Hoodi,1639.0,3.0,98.32,3
3127,Hoodi,1026.0,2.0,60.87,2
3128,Hoodi,1050.0,2.0,50.0,2
3129,Hoodi,1400.0,2.0,78.0,2
3130,Hoodi,2400.0,5.0,160.0,5
3131,Hoodi,1196.0,2.0,71.74,2
3133,Hoodi,1500.0,2.0,84.0,2
3134,Hoodi,1055.0,2.0,57.63,2
3135,Hoodi,1925.0,2.0,114.0,3
3136,Hoodi,1400.0,2.0,82.0,2
3138,Hoodi,706.0,1.0,48.24,1
3139,Hoodi,1257.0,2.0,69.0,2
3140,Hoodi,1132.0,2.0,67.9,2
3141,Hoodi,1925.0,3.0,110.0,3
3143,Hoodi,1257.0,2.0,71.03,2
3144,Hoodi,1305.0,2.0,75.0,2
3146,Hoodi,1240.0,2.0,65.0,2
3148,Hoodi,1108.0,2.0,74.23,2
3149,Hoodi,1257.0,2.0,68.5,2
3150,Hoodi,1000.0,2.0,48.0,2
3151,Hoodi,1063.0,2.0,61.17,2
3152,Hoodi,1259.0,2.0,69.45,2
3153,Hoodi,711.0,1.0,42.65,1
3155,Hoodi,863.0,1.0,40.55,1
3156,Hoodi,1715.0,2.0,100.0,3
3158,Hoodi,1447.0,3.0,76.0,2
3159,Hoodi,2144.0,3.0,140.0,3
3160,Hoodi,1108.0,2.0,66.46,2
3162,Hoodi,1837.0,3.0,110.0,3
3163,Hoodi,3385.0,4.0,220.0,4
3165,Hoodi,1181.0,2.0,55.0,2
3166,Hoodi,1490.0,3.0,85.0,3
3167,Hoodi,1258.5,2.0,59.135,2
3168,Horamavu Agara,1200.0,2.0,45.0,2
3169,Horamavu Agara,1560.0,3.0,75.0,3
3170,Horamavu Agara,755.0,2.0,37.49,2
3171,Horamavu Agara,982.0,2.0,47.65,2
3172,Horamavu Agara,1650.0,2.0,75.0,3
3173,Horamavu Agara,950.0,2.0,39.0,2
3174,Horamavu Agara,1106.0,2.0,43.09,2
3175,Horamavu Agara,1079.0,2.0,41.0,2
3176,Horamavu Agara,1265.0,2.0,65.0,3
3177,Horamavu Agara,1060.0,2.0,37.0,2
3178,Horamavu Agara,1107.83,2.0,41.51,2
3179,Horamavu Agara,980.0,2.0,38.19,2
3180,Horamavu Agara,1250.0,3.0,65.0,3
3181,Horamavu Agara,1145.0,2.0,41.21,2
3182,Horamavu Agara,1000.0,2.0,46.0,2
3183,Horamavu Agara,760.0,2.0,37.49,2
3184,Horamavu Agara,1150.0,2.0,42.0,2
3186,Horamavu Agara,750.0,2.0,37.49,2
3187,Horamavu Agara,625.0,1.0,27.0,1
3188,Horamavu Agara,1080.0,2.0,38.0,2
3189,Horamavu Agara,994.0,2.0,42.28,2
3190,Horamavu Agara,1107.83,2.0,41.51,2
3192,Horamavu Agara,1090.0,2.0,46.0,2
3193,Horamavu Agara,1400.0,3.0,63.0,3
3194,Horamavu Agara,1557.0,3.0,70.0,3
3195,Horamavu Agara,1058.0,2.0,47.0,2
3198,Horamavu Banaswadi,1460.0,2.0,80.5,2
3199,Horamavu Banaswadi,1156.0,2.0,46.0,2
3200,Horamavu Banaswadi,1180.0,2.0,58.0,2
3201,Horamavu Banaswadi,1307.0,2.0,51.6,2
3202,Horamavu Banaswadi,3800.0,8.0,200.0,6
3203,Horamavu Banaswadi,1357.0,2.0,54.0,2
3204,Horamavu Banaswadi,925.0,2.0,38.0,2
3205,Horamavu Banaswadi,1272.0,2.0,48.0,2
3206,Horamavu Banaswadi,1225.0,2.0,49.5,2
3207,Horamavu Banaswadi,1272.0,2.0,51.5,2
3208,Horamavu Banaswadi,1272.0,2.0,51.5,2
3209,Horamavu Banaswadi,1156.0,2.0,46.9,2
3210,Horamavu Banaswadi,1200.0,2.0,45.0,2
3211,Horamavu Banaswadi,1254.0,2.0,47.0,2
3212,Horamavu Banaswadi,1610.0,3.0,68.0,3
3213,Horamavu Banaswadi,1210.0,2.0,50.0,2
3214,Horamavu Banaswadi,1357.0,2.0,54.0,2
3215,Horamavu Banaswadi,1272.0,2.0,50.0,2
3216,Horamavu Banaswadi,1200.0,2.0,45.0,2
3217,Horamavu Banaswadi,1025.0,2.0,45.0,2
3218,Horamavu Banaswadi,1081.0,2.0,52.0,2
3219,Horamavu Banaswadi,1000.0,2.0,50.0,2
3220,Hormavu,1500.0,2.0,78.0,2
3221,Hormavu,1150.0,2.0,55.0,2
3223,Hormavu,1180.0,2.0,50.0,2
3224,Hormavu,1200.0,2.0,67.0,2
3225,Hormavu,1200.0,3.0,70.0,2
3226,Hormavu,1175.0,2.0,52.0,2
3227,Hormavu,1351.0,2.0,53.0,1
3228,Hormavu,1141.0,2.0,44.4,2
3229,Hormavu,1130.0,2.0,42.3,2
3231,Hormavu,1725.0,3.0,85.0,3
3232,Hormavu,1153.0,2.0,65.0,2
3233,Hormavu,1150.0,2.0,53.11,2
3234,Hormavu,1123.0,2.0,56.0,2
3235,Hormavu,1385.0,2.0,69.0,3
3237,Hormavu,1030.0,2.0,49.35,2
3238,Hormavu,1018.0,2.0,50.8,2
3239,Hormavu,1555.0,3.0,75.0,3
3240,Hormavu,1143.0,2.0,53.0,2
3241,Hormavu,1100.0,2.0,38.0,2
3242,Hormavu,1000.0,2.0,50.0,2
3243,Hormavu,1200.0,2.0,68.0,2
3245,Hormavu,1200.0,2.0,68.0,2
3246,Hormavu,765.0,2.0,37.49,2
3248,Hormavu,1081.5,2.0,38.665,2
3249,Hormavu,1250.0,2.0,60.0,2
3250,Hormavu,965.0,2.0,37.15,2
3251,Hormavu,583.0,1.0,28.275,1
3252,Hormavu,1129.0,2.0,44.0,2
3253,Hormavu,1385.0,2.0,69.25,3
3254,Hormavu,1165.0,2.0,40.0,2
3255,Hormavu,1065.0,2.0,50.92,2
3256,Hormavu,1046.0,2.0,60.0,2
3257,Hormavu,1400.0,2.0,75.0,2
3258,Hormavu,1365.0,2.0,65.0,3
3259,Hormavu,1196.0,2.0,44.8,2
3260,Hormavu,1263.0,2.0,47.36,2
3261,Hormavu,1015.0,2.0,39.08,2
3263,Hormavu,1200.0,2.0,73.0,2
3264,Hormavu,1250.0,2.0,65.0,2
3266,Hormavu,1075.0,2.0,53.7,2
3267,Hormavu,980.0,2.0,42.0,2
3268,Hormavu,1075.0,2.0,53.7,2
3269,Hormavu,2282.0,4.0,115.0,4
3270,Hormavu,1206.0,2.0,55.0,2
3271,Hormavu,1310.0,2.0,67.0,2
3272,Hormavu,1310.0,2.0,60.0,2
3273,Hormavu,1020.0,2.0,45.75,2
3274,Hormavu,1210.0,2.0,69.0,2
3275,Hosa Road,1652.0,3.0,85.0,3
3277,Hosa Road,1161.0,2.0,55.15,2
3279,Hosa Road,1161.0,2.0,55.15,2
3280,Hosa Road,1430.0,2.0,97.52,2
3281,Hosa Road,1365.0,2.0,92.0,2
3282,Hosa Road,1243.0,2.0,48.5,2
3284,Hosa Road,1332.0,2.0,86.12,3
3285,Hosa Road,615.0,1.0,28.29,1
3286,Hosa Road,1318.0,2.0,85.28,3
3287,Hosa Road,1513.0,3.0,103.0,3
3288,Hosa Road,1133.0,2.0,52.0,2
3289,Hosa Road,1016.0,2.0,40.0,2
3290,Hosa Road,972.0,2.0,40.0,2
3291,Hosa Road,1161.0,2.0,55.15,2
3292,Hosa Road,1532.0,3.0,98.13,3
3293,Hosa Road,1680.0,3.0,101.0,3
3294,Hosa Road,880.0,2.0,50.0,2
3295,Hosa Road,1533.0,3.0,98.18,3
3296,Hosa Road,1040.0,2.0,68.59,2
3297,Hosa Road,1040.0,2.0,61.0,2
3299,Hosa Road,1245.0,2.0,62.0,2
3300,Hosa Road,1311.0,2.0,84.86,3
3301,Hosa Road,1512.0,3.0,103.0,3
3302,Hosa Road,800.0,1.0,39.99,1
3304,Hosa Road,1364.0,2.0,64.79,2
3305,Hosa Road,1016.0,2.0,45.0,2
3307,Hosa Road,1360.0,2.0,77.61,2
3308,Hosa Road,1170.0,2.0,65.0,2
3309,Hosa Road,1161.0,2.0,55.15,2
3310,Hosa Road,1538.0,3.0,107.0,3
3311,Hosa Road,1470.0,2.0,84.22,3
3312,Hosa Road,1513.0,3.0,103.0,3
3313,Hosa Road,625.0,1.0,43.68,1
3315,Hosa Road,1161.0,2.0,48.75,2
3316,Hosa Road,1893.0,3.0,130.0,3
3318,Hosa Road,615.0,1.0,43.08,1
3319,Hosa Road,1016.0,2.0,39.95,2
3320,Hosakerehalli,2378.0,3.0,262.0,3
3321,Hosakerehalli,2376.0,3.0,203.0,3
3322,Hosakerehalli,3205.0,5.0,380.0,4
3325,Hosakerehalli,3024.0,5.0,350.0,4
3326,Hosakerehalli,2400.0,5.0,250.0,5
3327,Hosakerehalli,1817.0,4.0,153.0,3
3328,Hosakerehalli,1304.0,2.0,100.0,2
3329,Hosakerehalli,2480.0,3.0,245.0,3
3330,Hosakerehalli,925.0,2.0,46.5,2
3331,Hosakerehalli,2480.0,4.0,260.0,3
3332,Hosakerehalli,1596.0,3.0,79.8,3
3333,Hosakerehalli,1200.0,2.0,100.0,3
3334,Hosakerehalli,3205.0,4.0,300.0,4
3335,Hosakerehalli,3033.0,4.0,326.0,4
3336,Hosakerehalli,2480.0,4.0,265.0,3
3337,Hosakerehalli,925.0,2.0,46.25,2
3338,Hosakerehalli,2376.0,3.0,240.0,3
3339,Hoskote,1250.0,3.0,50.0,3
3340,Hoskote,1225.0,3.0,40.0,3
3341,Hoskote,1740.0,3.0,60.0,3
3342,Hoskote,1170.0,2.0,45.0,2
3343,Hoskote,1069.0,2.0,38.0,3
3344,Hoskote,1095.0,2.0,33.6,2
3346,Hoskote,1065.0,2.0,31.5,2
3347,Hoskote,1065.0,2.0,28.5,2
3348,Hoskote,945.0,2.0,35.0,2
3349,Hoskote,1003.5,2.0,28.095,2
3350,Hoskote,1065.0,2.0,33.75,2
3351,Hosur Road,1656.0,2.0,120.0,2
3352,Hosur Road,1194.0,2.0,69.0,2
3355,Hosur Road,3300.0,5.0,240.0,5
3356,Hosur Road,1510.0,2.0,105.0,3
3357,Hosur Road,1427.0,2.0,80.63,3
3358,Hosur Road,1508.0,2.0,110.0,3
3359,Hosur Road,460.0,1.0,21.0,1
3361,Hosur Road,1179.0,2.0,49.0,2
3362,Hosur Road,950.0,2.0,60.0,2
3363,Hosur Road,1194.0,2.0,71.64,2
3364,Hosur Road,1766.0,3.0,130.0,3
3365,Hosur Road,1689.0,3.0,103.0,3
3366,Hosur Road,3600.0,5.0,180.0,5
3367,Hosur Road,1170.0,2.0,48.0,2
3368,Hosur Road,1250.0,2.0,55.0,2
3369,Hosur Road,1689.0,3.0,103.0,3
3371,Hosur Road,2000.0,4.0,130.0,4
3372,Hosur Road,1250.0,2.0,65.0,2
3373,Hosur Road,1689.0,3.0,103.0,3
3376,Hosur Road,1223.0,2.0,93.0,2
3378,Hosur Road,1919.0,3.0,117.0,3
3379,Hulimavu,1125.0,2.0,50.0,2
3380,Hulimavu,1242.0,2.0,51.0,2
3382,Hulimavu,1823.0,3.0,100.0,3
3383,Hulimavu,1300.0,2.0,36.0,2
3384,Hulimavu,1080.0,2.0,43.2,2
3385,Hulimavu,1100.0,2.0,71.5,2
3387,Hulimavu,688.0,1.0,50.0,1
3388,Hulimavu,1255.0,2.0,73.0,2
3389,Hulimavu,1058.0,2.0,48.0,2
3390,Hulimavu,1375.0,2.0,80.0,2
3391,Hulimavu,1248.0,2.0,69.0,2
3392,Hulimavu,1818.0,3.0,135.0,3
3393,Hulimavu,1225.0,2.0,55.0,2
3394,Hulimavu,1255.0,2.0,74.0,2
3395,Hulimavu,1175.0,2.0,45.0,2
3396,Hulimavu,1255.0,2.0,69.0,2
3397,Hulimavu,1255.0,2.0,66.0,2
3398,Hulimavu,3035.0,5.0,271.0,3
3399,Hulimavu,3035.0,5.0,220.0,3
3400,Hulimavu,1127.0,2.0,65.0,2
3401,Hulimavu,1200.0,2.0,50.0,2
3403,Hulimavu,1200.0,2.0,75.0,2
3404,Hulimavu,1276.0,2.0,46.0,2
3405,Hulimavu,1430.0,2.0,90.0,3
3406,Hulimavu,850.0,1.0,39.5,2
3407,Hulimavu,1000.0,2.0,45.0,2
3410,Hulimavu,3560.0,5.0,318.0,4
3411,Hulimavu,1011.0,2.0,38.0,2
3412,Hulimavu,1276.0,2.0,76.0,2
3413,Hulimavu,1500.0,2.0,90.0,2
3414,Hulimavu,1315.0,2.0,60.48,2
3415,Hulimavu,1021.0,2.0,76.0,2
3416,Hulimavu,581.0,1.0,29.0,1
3417,Hulimavu,935.0,2.0,45.0,2
3418,Hulimavu,1050.0,2.0,125.0,2
3420,Hulimavu,1260.0,2.0,82.0,3
3421,Hulimavu,450.0,1.0,20.0,1
3422,Hulimavu,1231.0,2.0,84.5,2
3423,Hulimavu,1916.0,2.0,150.0,3
3424,Hulimavu,1115.0,2.0,44.6,2
3425,ISRO Layout,4400.0,6.0,250.0,6
3426,ISRO Layout,1000.0,2.0,60.0,2
3427,ISRO Layout,1000.0,2.0,60.0,2
3428,ISRO Layout,1310.0,2.0,68.0,3
3429,ISRO Layout,4200.0,4.0,255.0,4
3430,ISRO Layout,1050.0,2.0,51.0,2
3431,ITPL,1200.0,3.0,56.12,3
3432,ITPL,1548.0,3.0,89.5,3
3433,ITPL,1200.0,3.0,68.4,3
3434,ITPL,1200.0,3.0,56.12,3
3435,ITPL,1200.0,3.0,56.12,3
3436,ITPL,1500.0,3.0,61.52,3
3437,ITPL,5667.5,5.0,300.0,4
3438,Iblur Village,3235.0,3.0,235.0,3
3439,Iblur Village,3596.0,5.0,290.0,4
3440,Iblur Village,1920.0,3.0,130.0,3
3441,Iblur Village,1995.0,3.0,135.0,3
3442,Iblur Village,3596.0,5.0,282.0,4
3443,Iblur Village,1918.0,3.0,129.0,3
3445,Iblur Village,2100.0,4.0,145.0,3
3446,Iblur Village,1920.0,3.0,150.0,3
3447,Iblur Village,1920.0,3.0,130.0,3
3448,Iblur Village,1920.0,3.0,150.0,3
3449,Iblur Village,2000.0,4.0,138.0,3
3450,Iblur Village,3596.0,5.0,260.0,4
3451,Iblur Village,3596.0,5.0,279.0,4
3452,Iblur Village,2666.0,4.0,200.0,3
3453,Iblur Village,5384.0,5.0,420.0,5
3454,Iblur Village,3596.0,5.0,297.0,4
3455,Iblur Village,5515.0,6.0,425.0,5
3456,Iblur Village,1920.0,3.0,130.0,3
3457,Iblur Village,3596.0,4.0,268.0,4
3460,Indira Nagar,1200.0,2.0,93.0,2
3461,Indira Nagar,1128.0,2.0,105.0,2
3462,Indira Nagar,2800.0,3.0,330.0,3
3463,Indira Nagar,1650.0,3.0,200.0,3
3465,Indira Nagar,1210.0,2.0,102.0,2
3466,Indira Nagar,1224.0,2.0,105.0,2
3467,Indira Nagar,2070.0,3.0,225.0,3
3468,Indira Nagar,500.0,1.0,70.0,1
3469,Indira Nagar,1400.0,2.0,168.0,2
3470,Indira Nagar,2400.0,4.0,525.0,4
3472,Indira Nagar,1145.0,2.0,100.0,2
3473,Indira Nagar,1470.0,2.0,170.0,2
3474,Indira Nagar,2700.0,3.0,324.0,3
3475,Indira Nagar,850.0,1.0,57.0,1
3476,Indira Nagar,3250.0,8.0,600.0,8
3477,Indira Nagar,2601.0,4.0,312.0,3
3478,Indira Nagar,1260.0,2.0,100.0,2
3479,Indira Nagar,1740.0,3.0,191.0,3
3480,Indira Nagar,1650.0,3.0,220.0,3
3483,Indira Nagar,1440.0,3.0,275.0,3
3484,Indira Nagar,1475.0,2.0,171.0,2
3485,Indira Nagar,3200.0,4.0,440.0,4
3486,Indira Nagar,4000.0,4.0,700.0,4
3487,Indira Nagar,850.0,1.0,60.0,1
3488,Indira Nagar,2400.0,4.0,405.0,4
3489,Indira Nagar,1800.0,5.0,350.0,5
3492,Indira Nagar,1650.0,3.0,200.0,3
3493,Indira Nagar,2800.0,4.0,365.0,4
3494,Indira Nagar,1260.0,2.0,120.0,2
3495,Indira Nagar,1149.0,2.0,130.0,2
3497,Indira Nagar,2400.0,6.0,475.0,6
3498,JP Nagar,1850.0,3.0,150.0,3
3499,JP Nagar,5520.0,2.0,375.0,5
3500,JP Nagar,1100.0,2.0,70.0,2
3501,JP Nagar,940.0,2.0,49.0,2
3503,JP Nagar,4624.5,4.0,314.5,4
3504,JP Nagar,1078.0,2.0,45.0,2
3505,JP Nagar,1050.0,1.0,44.0,1
3506,JP Nagar,1352.5,2.0,93.865,2
3507,JP Nagar,1200.0,2.0,62.0,2
3508,JP Nagar,1300.0,2.0,90.87,2
3509,JP Nagar,1315.0,2.0,85.4,3
3510,JP Nagar,1690.0,3.0,112.0,3
3515,JP Nagar,750.0,1.0,52.5,1
3516,JP Nagar,1200.0,2.0,78.0,2
3517,JP Nagar,1850.0,2.0,110.0,3
3518,JP Nagar,1100.0,2.0,45.0,2
3519,JP Nagar,1197.0,2.0,47.88,2
3520,JP Nagar,2700.0,4.0,160.0,7
3523,JP Nagar,820.0,2.0,45.0,2
3524,JP Nagar,1750.0,3.0,123.0,3
3525,JP Nagar,2195.0,2.0,152.0,3
3526,JP Nagar,3496.5,2.0,237.5,3
3530,JP Nagar,745.0,1.0,34.27,1
3531,JP Nagar,1150.0,2.0,90.0,2
3533,JP Nagar,1960.0,3.0,138.0,3
3536,JP Nagar,1250.0,2.0,60.0,2
3537,JP Nagar,2400.0,3.0,196.0,3
3538,JP Nagar,1300.0,2.0,91.65,2
3539,JP Nagar,1107.0,2.0,57.0,2
3540,JP Nagar,1250.0,2.0,93.0,2
3541,JP Nagar,1500.0,2.0,108.0,3
3542,JP Nagar,1520.0,3.0,125.0,3
3543,JP Nagar,1405.0,2.0,99.0,2
3544,JP Nagar,1157.0,2.0,73.0,2
3546,JP Nagar,1048.0,2.0,44.0,2
3547,Jakkur,1417.0,2.0,75.0,2
3548,Jakkur,1590.0,2.0,125.0,3
3549,Jakkur,1279.0,2.0,77.0,2
3550,Jakkur,1710.0,3.0,107.0,3
3551,Jakkur,1396.0,2.0,86.51,3
3552,Jakkur,3467.86,6.0,249.0,4
3553,Jakkur,1865.0,3.0,124.0,3
3554,Jakkur,3181.0,2.0,260.5,4
3555,Jakkur,1760.0,3.0,139.0,3
3556,Jakkur,1290.0,2.0,100.0,2
3557,Jakkur,1452.19,2.0,100.0,2
3558,Jakkur,1798.0,3.0,120.0,3
3559,Jakkur,1300.0,2.0,85.0,2
3560,Jakkur,3181.0,4.0,260.5,4
3561,Jakkur,1950.0,3.0,131.0,3
3563,Jakkur,1230.0,2.0,76.0,2
3565,Jakkur,1290.0,2.0,80.0,2
3566,Jakkur,1760.0,3.0,110.0,3
3568,Jakkur,1483.0,2.0,98.0,2
3571,Jakkur,1650.0,3.0,111.0,3
3573,Jakkur,2423.0,4.0,160.0,3
3574,Jakkur,2197.0,3.0,136.0,3
3575,Jakkur,1125.0,2.0,65.0,2
3576,Jakkur,1230.0,2.0,79.0,2
3577,Jakkur,1202.0,2.0,79.0,2
3578,Jakkur,1858.0,3.0,123.0,3
3579,Jakkur,3181.0,2.0,229.0,4
3582,Jakkur,1785.0,3.0,130.0,3
3583,Jakkur,1080.0,2.0,60.0,2
3584,Jakkur,1260.0,2.0,71.195,2
3585,Jakkur,1816.0,3.0,119.0,3
3586,Jakkur,1424.0,2.0,80.0,2
3587,Jakkur,1290.0,2.0,85.0,2
3588,Jakkur,1300.0,2.0,80.0,2
3589,Jakkur,1290.0,2.0,80.04,2
3590,Jakkur,1282.0,2.0,72.0,2
3592,Jakkur,1660.0,3.0,104.0,3
3593,Jakkur,1291.0,2.0,75.0,2
3594,Jakkur,1473.0,2.0,85.0,2
3595,Jakkur,1660.0,3.0,104.0,3
3596,Jakkur,1950.0,3.0,131.0,3
3597,Jakkur,1432.0,2.0,85.0,2
3599,Jakkur,1710.0,3.0,110.0,3
3601,Jalahalli,2250.0,3.0,160.0,3
